speaker_reference,text,generated_wav,language
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav, 羽毛の構造から、飛行の目的ではなく、体温調節や視覚的効果に使用されていたと推測されます。研究者らは、これが若い恐竜の尾であるにもかかわらず、標本は大人の羽毛を示しており、ヒヨコの羽毛ではないことを示唆しました。,Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_ja_18.wav,ja
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Структура перьев наводит на мысль, что они не использовались для полёта, а скорее для регуляции температуры и демонстрирования. Исследователи предположили, что хотя это и хвост молодого динозавра, но в образце представлено взрослое оперение, а не пух цыплёнка.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_ru_19.wav,ru
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav, 羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。,Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_zh-cn_20.wav,zh-cn
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav, تشير بنية الأجنحة إلى أنه لم يتم استخدامهم في الطيران بل لتنظيم درجة الحرارة أو للاستعراض. يقترح الباحثون أنه على الرغم من أن هذا الذيل يخص ديناصوراً صغيراً إلا أن العينة تظهر ريشاً بالغاً وليس مؤخرة كتكوت.,Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_ar_21.wav,ar
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Struktura peří naznačuje, že nebyla používána za letu, ale spíše pro regulaci teploty nebo předvádění.  Vědci předpokládají, že i když se jedná o ocas mladého dinosaura, vzorek ukazuje dospělé peří a nikoliv mláděte.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_cs_22.wav,cs
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," De structuur van de veren lijkt erop te wijzen dat deze niet gebruikt werden om te vliegen, maar om de temperatuur te regelen of om hoe het eruit zag. De onderzoekers suggereerden dat dit de staart van een jonge dinosaurus is, maar dat dit monster juist volwassen veren laat zien en dus niet het dons van een kuiken.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_nl_23.wav,nl
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Tüylerin yapısı, uçuş amaçlı kullanılmadıklarını, daha ziyade sıcaklık düzenleme ve görüntü amaçlı kullanıldıklarını öne sürüyor. Araştırmacılar, bunun genç bir dinozorun kuyruğu olmasına rağmen numunenin yavru tüyü değil yetişkin tüyü gösterdiğini söylüyor.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_tr_24.wav,tr
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Budowa piór wskazuje, że nie służyły do latania, ale do regulowania temperatury albo na pokaz. W opinii naukowców jest to upierzenie dorosłego osobnika, a nie pisklaka, mimo że ogon należał do młodego dinozaura.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_pl_25.wav,pl
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," A estrutura das penas sugere que não foram utilizadas em voo, mas sim, para se exibir ou regular a temperatura. Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra tem a plumagem de um adulto, e não a de um filhote.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_pt_26.wav,pt
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," La struttura del piumaggio fa pensare che non fosse utilizzato per il volo, ma piuttosto per la regolazione della temperatura o per il corteggiamento. I ricercatori ipotizzano che, pur trattandosi della coda di un giovane dinosauro, il reperto mostri un piumaggio da adulto e non il piumino da pulcino.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_it_27.wav,it
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," La estructura que presenta el plumaje sugiere que su función no estaba relacionada con el vuelo, sino que las usaban para regular la temperatura o como indicador de la misma. Los investigadores sostienen que, aunque se trata de la cola de un dinosaurio joven, la muestra analizada presenta rasgos del plumaje de un adulto y no de un polluelo.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_es_28.wav,es
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," La structure des plumes suggère qu’elles n’étaient pas utilisées en vol mais plutôt pour la régulation ou l’affichage de la température. Les chercheurs ont suggéré que, même s’il s’agit de la queue d’un jeune dinosaure, l’échantillon montre un plumage d’adulte et non le duvet d’un poussin.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_fr_29.wav,fr
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Die Struktur der Federn lässt vermuten, dass sie nicht zum Fliegen,, sondern eher zur Temperaturregulierung oder zum Herzeigen verwendet wurden. Die Forscher vermuteten, dass die Probe, obwohl es sich um den Schwanz eines jungen Dinosauriers handelt, das Gefieder eines Ausgewachsenen zeigt und nicht die Daunen eines Kükens.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_de_30.wav,de
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_31.wav,en
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," 사회화의 중요성을 보여주기 위해 사용되는 가장 일반적인 방법 중 하나는 성장하는 동안 방치, 불운, 또는 고의적인 학대 등의 이유로 어른들에 의한 사회화가 되지 않은 소수의 불행한 어린이들의 사례를 이용하는 것입니다.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_ko_32.wav,ko
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," A társadalmasítás fontosságának bemutatására hivatott egyik leggyakrabban előforduló módszere azokra a néhány sajnálatos gyerek példájára felhívni a figyelmet, akiket hanyagságból, szerencsétlenségből vagy előre megfontolt bántalmazásból nem szocializálódhattak felnőttek közegében felnőtté válásuk során.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_hu_33.wav,hu
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav, 社会化の重要性を示すために用いられる最も一般的な方法の1つは、育児放棄、不運、または故意の虐待によって、成長過程で大人によって社会への適応が阻まれた子供たちの数少ない不幸な事例を取りあげることです。,Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_ja_34.wav,ja
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Одним из наиболее распространённых методов, используемых для иллюстрации важности социализации, является иллюстрация нескольких прискорбных случаев, когда дети из-за отсутствия должного внимания, неудачного стечения обстоятельств или умышленного жестокого обращения не контактировали со взрослыми во время своего взросления.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_ru_35.wav,ru
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav, 要说明社会化的重要性，最常用的方法之一是利用少数不幸儿童的案例。这些儿童由于被忽视、遭遇不幸或遭到故意虐待，在成长过程中没有在成年人的帮助下实现社会化。,Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_zh-cn_36.wav,zh-cn
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav, ومن بين أكثر الطرق شيوعاً التي تستخدم لتوضيح أهمية التنشئة الاجتماعية، الاعتماد على الحالات القليلة المؤسفة للأطفال الذين عانوا، من خلال الإهمال أو سوء الحظ أو الإيذاء المتعمد، غير مرتبطين اجتماعياً من جانب البالغين أثناء نشأتهم.,Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_ar_37.wav,ar
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Jednou z nejběžnějších metod používanou k ilustraci významu socializace je čerpání z několika nešťastných případů dětí, které kvůli zanedbávání, nešťastné náhodě nebo úmyslnému zneužití nebyly dospělými při vyrůstání socializovány.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_cs_38.wav,cs
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Een van de meest gebruikte methoden voor het illustreren van het belang van de vermaatschappelijking waren de paar betreurenswaardige gevallen van kinderen die door verwaarlozing, tegenslagen of moedwillig misbruik tijdens het opgroeien niet werden gesocialiseerd door volwassenen.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_nl_39.wav,nl
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Sosyalleşmenin önemini göstermek için kullanılan en yaygın yöntemlerden birisi büyürken yetişkinler tarafından ihmal yoluyla, istemeyerek veya bilerek taciz ederek sosyalleşmesi sağlanan çocukların yer aldığı birkaç talihsiz olaya dikkat çekmektir.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_tr_40.wav,tr
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Jednym z najbardziej popularnych sposobów obrazujących wagę socjalizacji jest oparcie się na nielicznych nieszczęśliwych przypadkach dzieci, które nie zostały uspołecznione przez dorosłych w okresie dorastania – czy to z powodu zaniedbania, nieszczęścia czy umyślnego wykorzystywania.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_pl_41.wav,pl
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Um dos métodos mais comuns utilizados para ilustrar a importância da socialização é recorrer aos poucos casos lamentáveis de crianças que foram, através da negligência, infortúnio, ou do abuso intencional, não socializados por adultos enquanto estavam crescendo.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_pt_42.wav,pt
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Uno dei metodi più comunemente utilizzati per spiegare l'importanza della socializzazione è quello di analizzare alcuni casi infelici di bambini che per negligenza, a seguito di sventure, o per effetto di abusi intenzionali, sono cresciuti senza una corretta socializzazione con gli adulti.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_it_43.wav,it
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Uno de los mecanismos más comúnmente usados para graficar la importancia de sociabilizar es analizar los pocos y lamentables casos de niños que, por negligencia, desgracia o abuso intencional, no fueron socializados por adultos durante su crecimiento.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_es_44.wav,es
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," L'une des méthodes les plus courantes utilisées pour illustrer l'importance de la socialisation est de s'inspirer des quelques cas malheureux d'enfants qui, par négligence, malheur ou abus volontaire, n'ont pas été socialisés par des adultes pendant leur enfance.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_fr_45.wav,fr
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Eine der gängigsten Methoden zur Veranschaulichung der Wichtigkeit der Sozialisierung ist, sich auf die paar unglücklichen Fälle von Kindern zu stützen, die aufgrund von Vernachlässigung, Unglück oder vorsätzlichem Missbrauch während ihrer Kindheit nicht von Erwachsenen sozialisiert worden sind.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_de_46.wav,de
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were, through neglect, misfortune, or wilful abuse, not socialized by adults while they were growing up.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_47.wav,en
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," 예를 들면 매년 노스캐롤라이나의 베넷 스쿨 출신 학생들은 주도 여행에 관한 웹사이트를 디자인하는데, 매년 웹사이트는 리모델링되며 이전 버전은 스크랩북 형태로 온라인 서버에 남겨진다.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_ko_48.wav,ko
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Például az észak-karolinai Bennet School diákjai minden évben egy, az állam fővárosába tett látogatásukról szóló weboldalt terveznek, a weboldalt minden minden évben átalakítják, de mint egy emlékkönyvet a régi verziókat is megtartják online elérhető formában.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_hu_49.wav,hu
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav, 例えば、ノースカロライナ州のベネットスクールの生徒は毎年、州都への旅行に関するウェブサイトを制作しており、ウェブサイトは毎年改訂されますが、旧サイトはスクラップブックとして閲覧できるようにオンラインで保管されています。,Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_ja_50.wav,ja
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Например, ежегодно учащиеся школы Беннет в Северной Каролине создают сайт о своём посещении столицы штата, и каждый год этот сайт обновляется, но доступ к старым версиям по-прежнему сохраняется — они служат памятным альбомом.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_ru_51.wav,ru
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav, 例如，北卡罗莱纳州本尼特学校  的学生每年都会设计一个有关他们的州府之行的网站。网站每年都会重新设计，但是老版本会在线保存，用作剪贴簿。,Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_zh-cn_52.wav,zh-cn
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav, فعلى سبيل المثال، يقوم طلاب كل عام من مدرسة بينيت في ولاية كارولينا الشمالية بتصميم موقع إلكتروني حول رحلتهم إلى عاصمة الولاية، ويتم إعادة تصميم الموقع الإلكتروني كل سنة، ولكن يتم الاحتفاظ بالإصدارات القديمة على الإنترنت لتكون بمثابة سجل قصاصات.,Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_ar_53.wav,ar
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Studenti z Bennet School v Severní Karolíně například každý rok vytvářejí webovou stránku o svém výletě do hlavního města státu. Každý rok stránky přepracují, ale staré verze zůstávají online a slouží jako album.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_cs_54.wav,cs
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Zo ontwerpen bijvoorbeeld studenten van Bennet School in North Carolina elk jaar een website over hun reis naar de hoofdstad van de staat, die elk jaar opnieuw wordt vormgegeven en waarvan eerdere versies online worden bewaard om dienst te doen als plakboek.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_nl_55.wav,nl
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Örneğin, Kuzey Carolina'daki Bennet Okulu'ndan öğrenciler her yıl Eyalet Başkenti'ne yaptıkları gezilerle ilgili bir web sitesi tasarlarlar, her yıl web sitesi yeniden düzenlenir, ancak eski sürümler bir not defteri olarak kullanılmak üzere çevrimiçi olarak tutulur.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_tr_56.wav,tr
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Na przykład co roku uczniowie ze szkoły Bennet w Karolinie Północnej projektują stronę internetową na temat swojej wycieczki do stolicy stanu; co roku strona jest zmieniana, ale stare wersje pozostają online jako album.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_pl_57.wav,pl
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Por exemplo, cada ano, estudantes da Bennet School, da Carolina do Norte, desenvolvem um site sobre sua viagem para a capital do estado. Todo ano, o site é remodelado, mas as versões antigas são mantidas on-line para servirem como livro de recordações.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_pt_58.wav,pt
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Per esempio, ogni anno gli studenti della Bennet School, North Carolina, progettano un sito web sul loro viaggio nella capitale; il sito web viene ridisegnato ogni anno, ma le versioni precedenti vengono conservate online e diventano un album.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_it_59.wav,it
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Por ejemplo, todos los años, los alumnos de la escuela Bennet en Carolina del Norte diseñan una página web acerca de su viaje a la capital del Estado y cada año la página se actualiza, pero se conservan en línea las versiones previas que en la forma de álbum de recuerdos.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_es_60.wav,es
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Par exemple, des étudiants de l'école Bennet en Caroline du Nord conçoivent chaque année un site web consacré à leur visite de la capitale de l'État. Chaque année, le site est remis à jour, mais les anciennes versions sont conservées en ligne pour servir d'album.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_fr_61.wav,fr
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," Beispielsweise entwerfen Studenten der Bennet School in North Carolina jedes Jahr eine Webseite über ihre Reise in die Hauptstadt des Bundesstaates. Die Webseite wird jedes Jahr umgebaut, aber die Vorgängerversionen bleiben jedoch online  und dienen als Sammelalbum.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_de_62.wav,de
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," For example, each year students from Bennet School in North Carolina design a website about their trip to the State Capital, each year the website gets remodeled, but old versions are kept online to serve as a scrapbook.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_63.wav,en
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," 낭만주의의 관점에서 보자면, 지리는 개개인을 형성했고, 시간이 흐르며 그 지리에 관련된 관습과 문화가 자라났으며, 이는 사회적으로 조화을 이루었으며, 결국 임의로 법을 만들어 부과하는 것보단 나았다.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_ko_64.wav,ko
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav," A romanticizmus kontextusában a földrajz mintázta az egyéneket, és az idők folyamán alakultak ki az adott földrajzi helyhez kötött szokások és kultúra, amelyek összhangban lévén a közösség helyével, jobbnak bizonyultak mint az önkényesen kivetett törvények.",Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_hu_65.wav,hu
Evaluation/References_DAPS/f10_script2_clean_segment_8.wav, ロマン主義の文脈では、地理が個人を形成し、時間の経過とともにその地理に関わる風習や文化が生まれ、それは社会の場と調和し、勝手に押し付けられた法律よりも優れたものでした。,Evaluation/YourTTS_XTTS/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_ja_66.wav,ja
